index,guid,source,sentence1,sentence2,labels.label,new_label
1471,klue-sts-v1_train_01471,airbnb-rtt,호스트 아주머니가 꼼꼼하고 친절하십니다.,그 여주인은 꼼꼼하고 친절해요.,4,4
1473,klue-sts-v1_train_01473,airbnb-rtt,근처에 맛있는 빵집이랑 냉동식품 판매소도 잘 이용했어요.,근처에 좋은 빵집과 냉동 식품점을 이용했어요.,4.2,4.2
1474,klue-sts-v1_train_01474,airbnb-rtt,둘째날 아침에 샤워하는 중간에 물이 뚝 끊겼습니다.,"둘째 날 아침, 샤워를 하던 중 갑자기 물이 멈췄어요.",4.2,4.2
1475,klue-sts-v1_train_01475,airbnb-rtt,바로앞에 지하철과 버스 정류장이 있어서 교통이 편리합니다.,바로 앞에 지하철과 버스 정류장이 있어서 교통이 편리해요.,4.8,4.8
1476,klue-sts-v1_train_01476,airbnb-rtt,그리고 에펠탑이 조금이지만 보이기때문에 꽤나 낭만적입니다.,그리고 에펠탑은 약간은 낭만적이기도 합니다.,3.2,3.2
1477,klue-sts-v1_train_01477,airbnb-sampled,덕분에 암스테르담에서 최고의 날들을 보내고 갑니다.,덕분에 바르셀로나에서 정말 좋은 날들을 보낸 것 같습니다.,2.7,2.7
1478,klue-sts-v1_train_01478,airbnb-rtt,주방을 이용하실 분들은 참고하셔야 합니다.,부엌을 이용하시려는 분들은 참고하시기 바랍니다.,4.3,4.3
1479,klue-sts-v1_train_01479,airbnb-rtt,전반적인 청결도는 딱히 흠잡을 것이 없었습니다.,전체적인 청결상태는 특별히 결함이 있는 것은 아니다.,3.6,3.6
1480,klue-sts-v1_train_01480,paraKQC-sampled,오늘이랑 내일 중에 언제 서울역에서 보기로 했지?,내일 수강 신청 잊어버리면 다음 학기 힘들어진다.,0,0
1481,klue-sts-v1_train_01481,airbnb-rtt,"수퍼, 식당 등 편의시설이 주변에 있습니다.",슈퍼마켓이나 식당과 같은 편의 시설이 근처에 있습니다.,4.6,4.6
1482,klue-sts-v1_train_01482,airbnb-rtt,아테네 시내에서 가까워서 접근성이 매우 우수함.,아테네 시내와 가깝기 때문에 접근성이 뛰어납니다.,3.8,3.8
1483,klue-sts-v1_train_01483,airbnb-rtt,체코는 어딜가나 다 같은 잠금장치 입니다.,체코는 어디에서나 같은 자물쇠입니다.,3.9,3.9
1485,klue-sts-v1_train_01485,paraKQC-sampled,새해에는 몇 시에 강릉에서 해가 뜹니까?,태국 현지 날씨 알려주십시오.,0,0
1486,klue-sts-v1_train_01486,paraKQC-sampled,도시가스 쓰지 말라고 했잖아,어떻게 하면 보일러 상태를 확인할 수 있지?,0,0
1487,klue-sts-v1_train_01487,airbnb-sampled,침대도 굿굿 진짜 돈 하나도 안아까웠어요,소파베드 씌울 침대 커버도 따로 있어요,0,0
1488,klue-sts-v1_train_01488,paraKQC-sampled,메일을 일일이 확인하지 말고 전체를 삭제금지 설정해놔,스팸 메일함은 저장 가능 용량이 어떻게 설정되있나요?,0.4,0.4
1489,klue-sts-v1_train_01489,paraKQC-para,"너 공기청정기를 켤꺼야, 환풍기를 켤꺼야?",공기청정기랑 환풍기 중에 그쪽이 키려고 하시는게 뭔가요?,3.3,3.3
1490,klue-sts-v1_train_01490,airbnb-rtt,저렴한 숙소 찾으시는 분들께 추천해드려요.,적당한 가격의 숙소를 찾고 있는 분들에게 추천합니다.,3.4,3.4
1491,klue-sts-v1_train_01491,airbnb-rtt,수상버스 타기도 매우 가깝고 이동하기 편리합니다 .,수상버스를 타는것은 매우 가깝고 여행하기에 편리합니다.,4.5,4.5
1492,klue-sts-v1_train_01492,airbnb-sampled,엘리베이터 없는 4층이라는 점이 조금 힘들긴 했어요.,엘리베이터 없는3층이라는 점만 제외하면 최고입니다.,2,2
1493,klue-sts-v1_train_01493,policy-rtt,끝으로 사회적 뉴딜은 코로나 등 고용충격으로부터 취약계층을 보호하고 누구에게나 든든한 고용-복지안전망을 구축하는 것입니다.,"마지막으로, 사회적 뉴딜정책은 코로나와 같은 고용 충격으로부터 취약계층을 보호하고 모두를 위한 강력한 고용-복지 안전망을 구축하는 것입니다.",4,4
1494,klue-sts-v1_train_01494,paraKQC-sampled,선풍기 청소랑 보관은 구월 셋째 주 말고 구월 둘째주 되기 전에 꼭 끝낼 수 있게 해줘.,네가 효율이 좋다고 알려줬던게 선풍기였니 에어컨이었니?,0.3,0.3
1497,klue-sts-v1_train_01497,airbnb-sampled,먼저 다녀간 친구들의 추천으로 5박 머무르기로 결정했습니다.,함께 여행했던 친구들도 매우 만족했습니다.,0.3,0.3
1499,klue-sts-v1_train_01499,airbnb-rtt,"대신 냉장고에 주스, 물, 우유 제공해줍니다.","대신, 그것은 냉장고에 주스, 물, 그리고 우유를 제공합니다.",4.3,4.3
1500,klue-sts-v1_train_01500,paraKQC-sampled,언니가 작은방이랑 안방 중에 편하게 잘 수 있는 곳으로 골라,어떻게 보일러 모드 설정하는거야?,0,0
1501,klue-sts-v1_train_01501,policy-sampled,여행을 다녀온 후에는 다음의 사항을 지켜주십시오.,벼랑 끝에 선 국민의 손을 잡겠습니다.,0,0
1502,klue-sts-v1_train_01502,airbnb-rtt,5명이상의 단체여행이라면 무조건 추천합니다.,꼭 5명 이상의 단체여행을 추천합니다.,3,3
1503,klue-sts-v1_train_01503,policy-rtt,국토부의 실거래 조사권한이 신설되는 2월부터는 국토부와 한국감정원 직원으로 구성된 상설조사팀을 운영할 계획이다.,국토부의 실거래조사 권한이 신설되는 2월부터는 국토부 직원 및 국토부 직원으로 구성된 상설조사단을 운영할 계획입니다.,4.5,4.5
1504,klue-sts-v1_train_01504,airbnb-sampled,주중에는 주변공사장소음리 있을수있습니다,마드리드에 있는 동안 좋은 시간을 가질 수 있었습니다.,0,0
1506,klue-sts-v1_train_01506,paraKQC-para,전국에 비오는 날은?,전국에 비오는 날짜 알려주세요.,4.2,4.2
1507,klue-sts-v1_train_01507,airbnb-sampled,같이 간 친구들은 커피 머신이 있는게 가장 좋았다,방 3개에 모두 샤워시설과 화장실이 있는게 가장 좋았어요.,0.3,0.3
1508,klue-sts-v1_train_01508,airbnb-rtt,엘리베이터도 있어서 캐리어 옮기기 편합니다.,엘리베이터가 있어서 짐을 옮기기가 쉬워요.,4.3,4.3
1509,klue-sts-v1_train_01509,airbnb-rtt,요즘 슬슬 한국인들 사이에서도 유명한 프림로즈 힐 하고 아주 가까워요.,그것은 요즘 한국인들 사이에서 유명한 프림로즈 언덕과 매우 가깝습니다.,4,4
1510,klue-sts-v1_train_01510,airbnb-sampled,하지만 호스트부부는 굉장히 친절하고 방이 깨끗해요.,호스트들도 너무너무 친절하고 키친에서 요리같은것도 가능해요.,2,2
1511,klue-sts-v1_train_01511,policy-rtt,정부는 이번 설 연휴기간 1일 평균 교통사고 사망자를 최근 5년 평균(8.1명) 대비 50% 감축한다는 목표를 세웠다.,정부는 지난 5년 동안 음력 설 연휴 동안 교통사고로 인한 평균 사망자 수를 8.1명에 비해 50퍼센트 줄이겠다는 목표를 세웠습니다.,4,4
1512,klue-sts-v1_train_01512,airbnb-rtt,테라스에서 보면 오른쪽 끝에 시청이 보여요!,"테라스를 보시면, 맨 오른쪽에 시청이 보이실 거예요!",3.8,3.8
1513,klue-sts-v1_train_01513,airbnb-rtt,위치 청결도 친절함 모두모두 만족입니다,장소의 청결함과 친절함에 만족합니다.,3.8,3.8
1514,klue-sts-v1_train_01514,policy-rtt,"제2차 전략회의에서 대전, 경기, 강원, 전남, 제주, 경남 등 6개 시·도지사는 지역에서 추진중인 뉴딜 관련 사례를 소개했다.","제2차 전략회의에서 대전, 경기, 강원, 전남, 제주, 경남 등 6개 시·도지사가 지역에서 추진 중인 뉴딜 관련 사례를 소개했습니다.",4.7,4.7
1515,klue-sts-v1_train_01515,airbnb-rtt,"의사소통도 매우 원만하고, 체크인 및 체크아웃도 아주 간편합니다.",통신이 매우 원활하고 체크인 및 체크아웃이 매우 쉽습니다.,4,4
1516,klue-sts-v1_train_01516,paraKQC-para,병원 방문 시간은 늦지 말아 주세요.,늦으시면 예약 취소되니까 병원 방문은 늦지 마십시오.,3.3,3.3
1517,klue-sts-v1_train_01517,policy-rtt,노동부는 이번 추경으로 영세사업장 경영부담 완화 및 저소득근로자 고용안정을 적극적으로 지원할 방침이다.,노동부는 중소기업의 경영 부담 완화와 저소득 근로자들의 고용 안정을 적극 지원할 계획입니다.,3.8,3.8
1518,klue-sts-v1_train_01518,policy-sampled,이러한 목표를 이루기 위해서는 개별 부처 단위를 뛰어넘는 협업과 조정이 필요합니다.,"특히, 코로나19 대응 상황에서 안전한 선거를 위해서는 투표소 내 사회적 거리두기 실천이 중요합니다.",0,0
1521,klue-sts-v1_train_01521,policy-sampled,또 일반공급에서는 분양가가 6억원 이상인 주택에 생애최초 청약 시 130%(맞벌이 140%)까지 올려준다.,"공수처는 판사, 검사, 경무관 이상 경찰관에 대해서는 기소권을 가집니다.",0,0
1523,klue-sts-v1_train_01523,paraKQC-para,알려줘. 설악산 단풍이 절정인 시기를.,설악산 단풍은 언제 절정입니까?,4,4
1524,klue-sts-v1_train_01524,policy-rtt,유·초·중등 학교의 방역을 위해 학생 수가 많은 유치원과 학교 4392곳에 열화상 카메라 4487대 설치를 지원하는데 176억원이 투입된다.,"176억 원이 기름, 초, 중등학교 방지를 위해 4,392개 유치원과 학생 수가 많은 학교에 4,487대의 열 카메라를 설치하는 데 사용될 예정입니다.",3.6,3.6
1525,klue-sts-v1_train_01525,policy-sampled,아울러 교육부는 전국의 거점병원 25곳과 생활치료센터 4곳에서 총 205명의 확진수험생을 수용할 준비를 마쳤다.,이와 함께 관계기관은 해당 정보를 토대로 거점 병원·생활치료센터(확진) 및 별도시험장(격리) 추가 확보 등을 검토할 계획이다.,0.6,0.6
1526,klue-sts-v1_train_01526,policy-rtt,시스템반도체 분야에서는 고성능 반도체 설계자산(IP) 개발·판매 기업인 ‘오픈엣지 테크놀로지’가 성과를 발표했다.,"시스템 반도체 분야에서는 고성능 반도체 설계자산(IP)을 개발, 판매하는 '오픈 에지 테크놀로지'가 그 결과를 발표했습니다.",4.6,4.6
1527,klue-sts-v1_train_01527,policy-rtt,올해 노벨평화상을 받은 유엔 세계식량계획(WFP)에서도 축하영상을 보내왔다.,올해 노벨 평화상을 수상한 유엔 세계식량계획(WFP)도 축하 영상을 보냈습니다.,4.7,4.7
1528,klue-sts-v1_train_01528,airbnb-rtt,아침에 일어날때 숙소에서 바라보는 파리의 일출은 정말 아름답습니다!,"여러분이 아침에 일어날 때, 파리의 일출은 매우 아름답습니다!",3.5,3.5
1529,klue-sts-v1_train_01529,airbnb-rtt,"넓은 테라스와 거실, 화장실의 청결도가 너무 좋았다.","넓은 테라스, 거실, 욕실의 청결함이 마음에 들었습니다.",3.8,3.8
1530,klue-sts-v1_train_01530,airbnb-sampled,호스트와 함께 사용하는 숙소임을 인지 하시길,반드시 프로필로 들어가셔서 숙소의 다른 사진들을 참조하시길 바랍니다.,0.3,0.3
1531,klue-sts-v1_train_01531,airbnb-sampled,저처럼 위치를 중요시 여긴다면 꼭 이곳을 이용하세요!,침대를 중요시 여긴다면 조금 불편할 거에요.,0.5,0.5
1532,klue-sts-v1_train_01532,policy-sampled,소포우편물은 접수에서 배달까지 평균 10번 정도 작업이 이뤄진다.,중국은 우리의 최대 인적 교류국이면서 최대 교역국입니다.,0,0
1534,klue-sts-v1_train_01534,policy-sampled,"한편, 외교부는 지난 25일부로 중국 우한시를 포함한 후베이성 전역의 여행경보를 3단계인 ‘철수권고’로 상향 조정했다.",정부는 어제부터 수도권과 강원도 일부 지역의 거리두기를 1.5단계로 격상했습니다.,0.3,0.3
1535,klue-sts-v1_train_01535,airbnb-sampled,지난 2주일 동안 내 아내와 나는 집에서 지냈습니다.,피렌체 투어나 미술관 많이 걷는 여행 후 집에 갈때 너무 힘들어요.,0.2,0.2
1536,klue-sts-v1_train_01536,airbnb-rtt,그만큼 사람들 많이 다니는 중심에 있었어요.,그 정도로 많은 사람들이 중앙에 있었습니다.,3,3
1537,klue-sts-v1_train_01537,paraKQC-sampled,식기 세척기랑 식기 건조기 중에 너는 뭐가 더 급해?,"저기요, 베란다 조명을 조정하는 방법을 알려줄래요?",0,0
1539,klue-sts-v1_train_01539,airbnb-sampled,"신주쿠 시부야는 멀지만, 요코하마 쪽이나 그 쪽 관광지는 이동하기 좋을거에요.",언덕 중간에 위치하지만 이동하기 좋은 위치입니다.,1,1
1540,klue-sts-v1_train_01540,paraKQC-para,가스 사용말이야 이번달이랑 지난달이랑 비교해보니까 언제 더 많이 썼니?,가스 사용한게 이번달이랑 지난 달 중에 언제 더 많아?,4,4
1541,klue-sts-v1_train_01541,paraKQC-sampled,베란다 조명 조정하는 방법 좀 알려줘,실내 온도를 높이는 건 금지되어있어,0,0
1542,klue-sts-v1_train_01542,paraKQC-para,하루 전에 약속을 바꾸면 그 사람이 정말 화가 날 테니까 하지 말거라.,약속을 바꿀 수는 있지만 하루 전에는 바꾸는 거 아니니까 그렇게 하면 안돼.,3,3
1543,klue-sts-v1_train_01543,policy-sampled,증상이 없으면 14일간 임시생활시설에서 생활한다.,14일 미만인 경우 일할 계산해 지급한다.,0.6,0.6
1544,klue-sts-v1_train_01544,airbnb-rtt,다운타운이랑 가깝고 버스 정류장과도 가까워요.,시내와 버스 정류장에서 가깝습니다.,4,4
1545,klue-sts-v1_train_01545,policy-rtt,"‘국가 소재 연구데이터 센터’를 지정·운영함으로써 데이터를 체계적으로 관리하고 에너지·환경, 스마트·정보통신(IT), 구조(안전) 등 소재 응용분야별 특화센터도 배치한다.","국가연구데이터센터'를 지정·운영함으로써 에너지·환경, 스마트·정보통신(IT), 구조(안전) 등 소재별로 데이터를 체계적으로 관리하고 전문화된 센터를 구축합니다.",4,4
1546,klue-sts-v1_train_01546,airbnb-rtt,호스트의 집은 2층이고 1층은 게스트가 머무는 곳입니다.,숙주의 집은 2층에 있고 1층은 손님이 묵는 곳입니다.,4.6,4.6
1547,klue-sts-v1_train_01547,airbnb-rtt,또한 숙소는 청결하고 아늑한 장소입니다.,"또한, 숙소는 깨끗하고 아늑한 곳입니다.",4.6,4.6
1548,klue-sts-v1_train_01548,policy-sampled,9일 부산항국제여객터미널에 배를 접안하는 선석이 여유가 있다.,마을에서 도보로 5분 거리에는 시원한 겨울바다를 감상할 수 있는 무창포타워가 있다.,0,0
1549,klue-sts-v1_train_01549,airbnb-sampled,요리 할 때도 불편함 없이 있는 식기류로 할 수 있습니다!,불편함 전혀 없이 여행할 수 있던 최고의 숙소였습니다,1,1
1550,klue-sts-v1_train_01550,airbnb-rtt,물이 차서 관광하기 힘들 때도 있거든요.,가끔 물이 차가워서 관광하는 것이 힘들어요.,3.5,3.5
1551,klue-sts-v1_train_01551,airbnb-rtt,집주인의 상세한 설명도 많은 도움이 되었습니다,집주인의 자세한 설명이 매우 도움이 되었습니다.,4.2,4.2
1552,klue-sts-v1_train_01552,airbnb-rtt,호스트의 집 옆에 딸려 있는 독채입니다.,주인집 옆에 있는 단독주택입니다.,3.8,3.8
1553,klue-sts-v1_train_01553,policy-rtt,"또한 취업성공패키지 지원인원을 확대하고, 구직촉진수당은 한시적으로 재도입한다.","또한, 취업성공패키지 신청자 수가 확대되며 구직촉진수당도 일시적으로 재도입됩니다.",4.4,4.4
1554,klue-sts-v1_train_01554,airbnb-rtt,매우 추천하고 정말 마음에 들었던 숙소입니다.,이 곳을 적극 추천하고 정말 마음에 들었어요.,3.9,3.9
1555,klue-sts-v1_train_01555,paraKQC-sampled,여자친구와 혼인한 게 언제인데요?,연수 일정이 있는 것은 이번주와 다음주 중 언제인지요?,0.3,0.3
1556,klue-sts-v1_train_01556,policy-sampled,검찰은 수사 과정의 인권보호와 기소 및 공소유지에 더욱 집중할 수 있게 될 것입니다.,그러나 아세안과 한국이 협력하면 코로나 위기와 그로 인한 사회·경제적 변화에 선제적으로 대응할 수 있을 것입니다.,0.1,0.1
1557,klue-sts-v1_train_01557,policy-sampled,"반면 상품성은 있으나 온라인 활용역량이 부족한 2000개사에는 전담셀러가 상품등록과 판매, 홍보 등 전 과정을 대행한다.","콘텐츠를 활용한 수업의 경우에는 학습관리시스템(LMS)을 활용해 학습시작일, 진도율, 학습시간 등을 기준으로 출석을 체크한다.",0,0
1558,klue-sts-v1_train_01558,airbnb-rtt,근데 제일 큰 문제를 집주인 태도이다고 생각합니다.,하지만 가장 큰 문제는 집주인의 태도라고 생각합니다.,4.2,4.2
1559,klue-sts-v1_train_01559,airbnb-rtt,제가 경험한 최고의 숙소와 호스트입니다,최고의 숙박시설이자 호스트입니다.,3.8,3.8
1560,klue-sts-v1_train_01560,airbnb-sampled,테르미니 공원쪽 말고 버스정류장쪽으로 나가시길 바랄게요.,테르미니에서 가깝고 밤에만 조금 무서운 정도.,1.1,1.1
1561,klue-sts-v1_train_01561,policy-sampled,배터리 산업 육성을 위한 최적의 조건을 갖추고 있는 곳이 바로 이곳 포항입니다.,"훼손·멸실 위험 있는 지역, 고유문화 보존해 문화창조력 보전",0,0
1563,klue-sts-v1_train_01563,paraKQC-sampled,너가 보기엔 잠금장치랑 침입 경고장치 중에 뭐가 더 중요한 것 같아?,야 잘 때 선풍기 어떻게 조절해야하는지 알려줘,0,0
1564,klue-sts-v1_train_01564,paraKQC-sampled,네이버 메일 요금에 대해 상세히 안내 부탁드립니다.,국내 학회로부터 받는 메일들의 용량 평균이 얼마나 돼?,0.7,0.7
1565,klue-sts-v1_train_01565,airbnb-sampled,햇살에 아침을 맞는건 여행에서 굉장히 중요하니까요,숙소는 사진에서 보는 그대로 굉장히 깔끔하구요.,0.1,0.1
1566,klue-sts-v1_train_01566,airbnb-rtt,다만 숙소찾는게 살짝 어려울 수도 있어요.,하지만 숙소를 찾기가 좀 어려울 수도 있어요.,4.4,4.4
1567,klue-sts-v1_train_01567,airbnb-rtt,제가 유럽여행 하면서 들린 숙소 중 최고입니다.,유럽 여행 중에 방문했던 숙박 시설 중 최고예요.,4.3,4.3
1568,klue-sts-v1_train_01568,airbnb-sampled,이곳의 가장 큰 장점은 아무래도 바닷가여서 선셋을 바로 거실에서 볼 수 있다는 것일겁니다.,"이 곳의 제일 큰 장점은 매일 훌륭한 뷰를 볼 수 있는 것 같아요,",1.7,1.7
1569,klue-sts-v1_train_01569,airbnb-sampled,그렇지만 가격대비 괜찮은 숙소라 생각합니다.,그치만 가격대비 굉장히 괜찮은 숙소이긴 합니다,3.8,3.8
1570,klue-sts-v1_train_01570,airbnb-rtt,숙소에서 조금만 나오면 콜로세움이 보입니다.,숙소에서 조금만 가면 콜로세움을 볼 수 있어요.,4.3,4.3
1571,klue-sts-v1_train_01571,airbnb-sampled,"위치, 시설, 호스트 응답메시지 신속성 다 좋았습니다!","숙소 위치, 청결도, 부대시설 모든 게 다 좋았습니다!",2.5,2.5
1572,klue-sts-v1_train_01572,airbnb-rtt,무엇보다 위치가 관광하기에 매우 좋았어요.,"무엇보다도, 그 장소는 관광하기에 매우 좋았습니다.",4,4
1573,klue-sts-v1_train_01573,paraKQC-sampled,겨울철에는 감기 조심해줘. 식중독 말고.,비옷과 우산 중 원하는 것을 골라주십시오.,0,0
1574,klue-sts-v1_train_01574,policy-rtt,지난 2016년 규제 샌드박스를 도입한 일본도 이후 단 6건만이 승인을 받았다.,2016년 규제 샌드박스를 도입한 일본도 그 이후 6건의 승인만 받았습니다.,3.8,3.8
1575,klue-sts-v1_train_01575,airbnb-rtt,하지만 그 무엇보다 숙소의 위치는 더할나위 없이 완벽하다.,하지만 무엇보다 숙소의 위치가 완벽합니다.,4,4
1576,klue-sts-v1_train_01576,airbnb-rtt,집은 따뜻하고 화장실 물은 잘 나온다.,집이 따뜻해서 변기 물이 잘 나와요.,3.6,3.6
1577,klue-sts-v1_train_01577,paraKQC-sampled,미세먼지 농도가 높을지 낮을지 확인해줄래?,슬플 때 참지 말고 빗속을 달려보도록.,0,0
1578,klue-sts-v1_train_01578,airbnb-rtt,아늑한 방과 깨끗한 침구도 좋았습니다!,아늑한 방도 좋고 깨끗한 침구도 있어요!,4.3,4.3
1579,klue-sts-v1_train_01579,paraKQC-sampled,이번 주말이랑 다음 주말 중에서 언제가 더 한가해?,다음 학기에 지옥을 맛보고 싶지 않으면 내일 수강 신청 잊지 마.,0,0
1580,klue-sts-v1_train_01580,airbnb-rtt,시설이랑은 좋고 호스트 분도 친절하세요!,시설도 좋고 호스트도 친절해요!,4.3,4.3
1581,klue-sts-v1_train_01581,paraKQC-para,드럼 세탁기 조정 어떻게 하지,드럼 세탁기 조정하려면 어떻게 해야할 지 알려줘,3.7,3.7
1582,klue-sts-v1_train_01582,policy-rtt,특히 청와대를 비롯한 공직사회부터 보건용 마스크가 권장되는 경우 외에는 면마스크를 사용하는 등 솔선수범하여 줄 것을 당부합니다.,특히 청와대 등 공직자들이 보건용 마스크가 추천되는 곳을 제외하고는 면 마스크를 착용해 솔선수범할 것을 당부드립니다.,4,4
1583,klue-sts-v1_train_01583,airbnb-rtt,다만 오페라하우스는 10분이상 걸려요  추천할만한 곳 입니다,하지만 오페라 하우스는 추천하는데 10분 이상이 걸립니다.,3.4,3.4
1584,klue-sts-v1_train_01584,airbnb-rtt,정말 오래된 건물에서의 숙소일 뿐 그 이상은 없었다.,그것은 단지 오래된 건물일 뿐 그 이상은 아니다.,3.2,3.2
1586,klue-sts-v1_train_01586,airbnb-sampled,제일 마음에 드는건 집의 오너와 집. 내가 첫 손님인듯 했다,그래서 샤워할 때마다 마음의 준비가 필요하다.,0,0
1587,klue-sts-v1_train_01587,airbnb-rtt,방은 사진에서 본 그대로라서 가격대비 훌륭합니다.,그 방은 제가 사진에서 본 것과 똑같아서 가격에 아주 좋습니다.,3.8,3.8
1588,klue-sts-v1_train_01588,paraKQC-sampled,날짜가 어떻게 됩니까? 올해 첫눈은.,추워도 적당히 운동하세요. 무리하면 안됩니다.,0.1,0.1
1589,klue-sts-v1_train_01589,airbnb-sampled,피렌체의 여행일정이 짧은것이 너무 아쉬웠어요.,덕분에 리스본에서의 여행이 즐거웠어요.,0.4,0.4
1590,klue-sts-v1_train_01590,paraKQC-para,외출은 열대야 고수부지에서는 몇 명이 했나요?,열대야 고수부지 외출 인원 알려줘.,3.7,3.7
1591,klue-sts-v1_train_01591,airbnb-rtt,그리고 방으로 통하는 입구와 2층 계단의 높이가 낮으니 조심하세요,그리고 객실 입구와 2층 계단이 낮으니 조심하세요.,3.4,3.4
1592,klue-sts-v1_train_01592,paraKQC-para,집안 조명 좀 조정하려면 뭐라고 해야 할지 말해줘,집안에 있는 저 조명 조정하려면 어떻게 말해야 하나?,4,4
1593,klue-sts-v1_train_01593,paraKQC-para,출장을 이번 달에 가게 되면 어느 정도 있다가 오는가?,이번 달에 출장 며칠이나 다녀오십니까?,3.5,3.5
1594,klue-sts-v1_train_01594,airbnb-rtt,기본적으로 방이 크고 쾌적하기 때문에 가족여행이나 3인이상 여행 시 추천하는 숙소입니다.,"기본적으로, 그 방은 크고 편안하기 때문에 세 명 이상의 사람들에게 가족 여행이나 여행을 추천합니다.",3.5,3.5
1595,klue-sts-v1_train_01595,airbnb-sampled,집근처 바로 베니스본섬 들어가는 버스 탈수잇어서 편해요.,숙소 가까이 베니스본섬으로 들어가는 버스가 있습니다.,3.6,3.6
1596,klue-sts-v1_train_01596,airbnb-rtt,주변엔 레스토랑과 로컬 슈퍼마켓이 있구요.,주변에는 식당과 동네 슈퍼마켓이 있습니다.,4.2,4.2
1597,klue-sts-v1_train_01597,airbnb-sampled,특히 샤워실에 있는 히터가 정말 따뜻하더라구요.,숙소 바로 반대편에 있는 식당이 괜찮더라구요.,0,0
1598,klue-sts-v1_train_01598,airbnb-rtt,집은 사진에 나온 것과 똑같이 예쁘고 깔끔해요.,그 집은 사진 속의 집처럼 예쁘고 깔끔해요.,4,4
1599,klue-sts-v1_train_01599,paraKQC-sampled,정신이 아무리 없어도 대학 후배 결혼식은 늦는 거 아니야.,까먹지 말고 부모님 결혼기념일을 기억해서 선물을 준비하셨으면 합니다.,0.5,0.5
1600,klue-sts-v1_train_01600,airbnb-sampled,호스트와의 연락은 오전에만 좀 늦은편이지만 그이후 시간대는 바로 피드백이 온다.,개미가 좀 많은 편이긴 한데 무는 녀석들은 아닙니다.,0.1,0.1
1602,klue-sts-v1_train_01602,policy-sampled,"지난 10일 한국공항공사에서 김현미 국토부 장관과 국내 10개 항공사, 공항공사 CEO 등이 참석한 가운데 항공업계 지원방안을 논의하기 위한 간담회가 열렸다.","통합환경관리제도는 인허가 절차는 간소화하되, 업종별 특성과 주변 환경 등을 개별적으로 고려한 맞춤형 기준을 적용하는 기업과 지역주민 모두에게 합리적인 제도다.",0.2,0.2
1603,klue-sts-v1_train_01603,airbnb-sampled,위치가 중심가와 가깝고 호스트의 답변이 신속합니다.,위치가 좋고 호스트님과의 연락이 훌륭해요.,3.4,3
1604,klue-sts-v1_train_01604,airbnb-sampled,화장실이 이 집을 이용하는 동안 느낀 유일한 불편함이었어요.,지하철과 버스를 이용하는데 불편함이 없었다,0.7,0.7
1605,klue-sts-v1_train_01605,paraKQC-para,가스레인지 사용하지 않도록 유의해주세요,가스레인지 사용은 삼가주세요,3.7,3.7
1606,klue-sts-v1_train_01606,airbnb-rtt,더운것만 빼고는 전체적으로 만족합니다.,더운 날씨만 빼고 다 만족해요.,4.4,4.4
1607,klue-sts-v1_train_01607,airbnb-rtt,에펠타워 걸어서 5분거리 아주 훌륭합니다.,에펠탑은 걸어서 5분 거리에 있습니다.,3.8,3.8
1608,klue-sts-v1_train_01608,paraKQC-sampled,지진 시 건물 밖으로 피신하도록 해요. 안에 있는건 안됩니다.,눈이 제일 많이 오는 지역은 어느 곳인가요?,0.2,0.2
1609,klue-sts-v1_train_01609,policy-sampled,"이는 현지 공장 조업 중단·지연으로 인한 국내 ICT 생산의 연쇄 지연, 거래 중단 등으로 인한 매출 악화, 기업 경영 애로 발생 등의 문제점이 심화되고 있다는 것을 의미한다.","긴급한 재해·재난 복구, 장마 등으로 인한 장기간의 공사 지연, 터널 굴착 등 연속적인 공사를 하는 것이 더 안전한 경우 등이다.",0,0
1610,klue-sts-v1_train_01610,airbnb-sampled,싼 값에 이정도로 좋은 숙소를 찾기는 힘들 것 같습니다.,여기보다 좋은 조건의 숙소를 찾기는 힘들것 같습니다.,3.3,3.3
1611,klue-sts-v1_train_01611,paraKQC-sampled,다른 지역 말고 서울 여의도 벚꽃 축제 시간 알고 싶어.,열대야에는 고온이나 저온 말고 미온에 샤워하세요.,0,0
1612,klue-sts-v1_train_01612,airbnb-rtt,방음이 잘 안되서 창밖 소리가 다 들려요.,방음이 되지 않아서 창밖에서 소리가 다 들려요.,4.3,4.3
1613,klue-sts-v1_train_01613,paraKQC-para,판단해주십시오. 모레 바람이 강할지 약할지.,모레 바람이 강할지 약할지 알려줘.,3.7,3.7
1614,klue-sts-v1_train_01614,airbnb-sampled,다시가도 재방문할 의사가 있으며 추천합니다.,세재를 다시 한번 확인 할 필요가 있습니다.,0.2,0.2
1615,klue-sts-v1_train_01615,airbnb-sampled,영국 교통이 편리해서 숙소에 찾아가기 매우 쉬워요.,근처 교통이 편리해서 시내 어디든지 가까움.,1.7,1.7
1616,klue-sts-v1_train_01616,paraKQC-sampled,클래식과 팝 중에서 삼촌이 좋아하는 음악 장르는 어떻게 되요?,클래식곡 청취는 삼가주시기 바랍니다.,0.7,0.7
1617,klue-sts-v1_train_01617,paraKQC-sampled,다른 채널로 돌리지마,압력솥 밥과 냄비 밥 중에 손님이 좋아하시는 밥은 뭔가요?,0,0
1618,klue-sts-v1_train_01618,paraKQC-para,오후 때 여가시간에 할 만한 거 뭐 있으면 알려줘.,오후 여가 시간에 뭐 할 만한 거 없나?,3.5,3.5
